Manufacturer,Model,Component ID,Location,System,Part Number,Serial Number,IP Address,Summarize,Optional,Category,Subcategory,Short Description,Long Description,Accounting Estimate Number,Accounting Item Name,Vendor,Height,Width,Depth,Weight,Rack Mounted,Rack Units,Amps,Volts,Watts,BTU,Dispersion,Bulk Wire,Wire Length,Head End,Start Terminal,End Terminal,Input Terminals,Input Signals,Input Labels,Output Terminals,Output Signals,Output Labels,Order Status,Order Number,Ordered Date,Received Date,Installed,Installed Date,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Custom Field 7,Custom Field 8,Custom Field 9,Custom Field 10,Custom Field 11,Custom Field 12,Custom Field 13,Custom Field 14
OTA,Installation - .5Hrs,'011,2nd Floor\Elders Room,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,LVN1,ACC-061,Mn Floor\Office,10G Networking,,,,FALSE,FALSE,Accessories,Accessory,Single Gang Nail On Contruction Low Voltage Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,1PORT - 41641-00W,QUI-006,Mn Floor\Office,10G Networking,,,,FALSE,FALSE,Quickport,QuickPort,"1 Port Decora Wall Plate, White",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,6ASHD-S6A,CAT-027,Mn Floor\Office,10G Networking,,,,FALSE,FALSE,Quickport,Cat6A STP,"Shielded Cat 6A snap-in jack, T568 A/B 110 termination.",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,Cat6A-STP,CAT-028,Mn Floor\Office,10G Networking,,,,FALSE,FALSE,Wire and Cable,Cat6A,Cat6A-STP - 10G bulk network cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Arlington,LVN1,ACC-062,2nd Floor\Mstr Comp Rm,10G Networking,,,,FALSE,FALSE,Accessories,Accessory,Single Gang Nail On Contruction Low Voltage Ring,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,1PORT - 41641-00W,QUI-007,2nd Floor\Mstr Comp Rm,10G Networking,,,,FALSE,FALSE,Quickport,QuickPort,"1 Port Decora Wall Plate, White",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,6ASHD-S6A,CAT-029,2nd Floor\Mstr Comp Rm,10G Networking,,,,FALSE,FALSE,Quickport,Cat6A STP,"Shielded Cat 6A snap-in jack, T568 A/B 110 termination.",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,Cat6A-STP,CAT-030,2nd Floor\Mstr Comp Rm,10G Networking,,,,FALSE,FALSE,Wire and Cable,Cat6A,Cat6A-STP - 10G bulk network cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,200,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6A586-U24,NET-001,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,Panels And Modules,Networking,"Extreme Cat 6A, Patch Panel, black, 110-style meets TIA 19 in Rack Mount, 24 Port configured,",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Netgear,M7100-24X,10G-001,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,Network,10g,"M7100 series is ideal for all organizations considering reliable, affordable and simple 10 Gigabit Ethernet Top-of-Rack server access layer; and high-density, high-performance 10GbE backbone architectures.",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-031,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-032,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-033,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-034,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-035,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-036,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-037,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-038,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-039,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-040,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-041,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-042,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-043,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-044,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-045,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-046,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-047,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-048,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-049,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-050,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-051,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-052,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-053,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,6AS10-7E,CAT-054,Bsmt\Data Room,10G Networking,,,,FALSE,FALSE,A/v Patch Cables,cat6a,7' Cat6a UTP patch cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,1,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,2PORT - 41642-00W,QUI-008,Mn Floor\Garage,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,2 Port White Decora Wallplate,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,61110-rw6,QUI-009,Mn Floor\Garage,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,Cat6 8pin Quickport network jack,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,TELE - 41106-RW6,QUI-010,Mn Floor\Garage,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,"6 Pin Tele Snapin Module, 110 Punchdown",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-055,Mn Floor\Garage,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-056,Mn Floor\Garage,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--012,2nd Floor\Elders Room,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-012,2nd Floor\Elders Room,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-012,2nd Floor\Elders Room,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'012,2nd Floor\Elders Room,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,2PORT - 41642-00W,QUI-011,2nd Floor\Bedroom 1,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,2 Port White Decora Wallplate,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,61110-rw6,QUI-012,2nd Floor\Bedroom 1,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,Cat6 8pin Quickport network jack,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,TELE - 41106-RW6,QUI-013,2nd Floor\Bedroom 1,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,"6 Pin Tele Snapin Module, 110 Punchdown",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-057,2nd Floor\Bedroom 1,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-058,2nd Floor\Bedroom 1,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,2PORT - 41642-00W,QUI-014,2nd Floor\Bedroom 2,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,2 Port White Decora Wallplate,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,61110-rw6,QUI-015,2nd Floor\Bedroom 2,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,Cat6 8pin Quickport network jack,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,TELE - 41106-RW6,QUI-016,2nd Floor\Bedroom 2,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,"6 Pin Tele Snapin Module, 110 Punchdown",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-059,2nd Floor\Bedroom 2,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-060,2nd Floor\Bedroom 2,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,2PORT - 41642-00W,QUI-017,2nd Floor\Bedroom 3,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,2 Port White Decora Wallplate,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,61110-rw6,QUI-018,2nd Floor\Bedroom 3,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,Cat6 8pin Quickport network jack,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,TELE - 41106-RW6,QUI-019,2nd Floor\Bedroom 3,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,"6 Pin Tele Snapin Module, 110 Punchdown",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-061,2nd Floor\Bedroom 3,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-062,2nd Floor\Bedroom 3,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,2PORT - 41642-00W,QUI-020,2nd Floor\Bedroom 4,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,2 Port White Decora Wallplate,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,61110-rw6,QUI-021,2nd Floor\Bedroom 4,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,Cat6 8pin Quickport network jack,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,TELE - 41106-RW6,QUI-022,2nd Floor\Bedroom 4,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,"6 Pin Tele Snapin Module, 110 Punchdown",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-063,2nd Floor\Bedroom 4,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-064,2nd Floor\Bedroom 4,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,2PORT - 41642-00W,QUI-023,Bsmt\Housekeeper Rm,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,2 Port White Decora Wallplate,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,61110-rw6,QUI-024,Bsmt\Housekeeper Rm,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,Cat6 8pin Quickport network jack,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,TELE - 41106-RW6,QUI-025,Bsmt\Housekeeper Rm,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,"6 Pin Tele Snapin Module, 110 Punchdown",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-065,Bsmt\Housekeeper Rm,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-066,Bsmt\Housekeeper Rm,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,2PORT - 41642-00W,QUI-026,Bsmt\Guest Bedroom,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,2 Port White Decora Wallplate,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,61110-rw6,QUI-027,Bsmt\Guest Bedroom,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,Cat6 8pin Quickport network jack,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,TELE - 41106-RW6,QUI-028,Bsmt\Guest Bedroom,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,"6 Pin Tele Snapin Module, 110 Punchdown",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-067,Bsmt\Guest Bedroom,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-068,Bsmt\Guest Bedroom,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,2PORT - 41642-00W,QUI-029,Bsmt\Bar,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,2 Port White Decora Wallplate,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,61110-rw6,QUI-030,Bsmt\Bar,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,Cat6 8pin Quickport network jack,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,TELE - 41106-RW6,QUI-031,Bsmt\Bar,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,"6 Pin Tele Snapin Module, 110 Punchdown",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-069,Bsmt\Bar,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Wire and Cable,CAT6,CAT-070,Bsmt\Bar,Structured Wiring,PCS- UTP6R-Yellow-SX300RB,,,FALSE,FALSE,Wire and Cable,CAT6,Cat6e - Yellow,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Crestron,ESSENCE_IC8-W-T,IN--013,2nd Floor\Bedroom 1,Distributed Audio,,,,FALSE,FALSE,Speakers,In-Ceiling,"Essence 8'' 2-Way In-Ceiling Speakers, 175w program.  White Textured. Ultimate performance 2-way in-ceiling loudspeakers - Designed by Crestron to please the most ardent listener and the most demanding interior designer - with thoughtful features that simplify installation. (each)",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Crestron,SPKA-NCTP-IC800,ACC-013,2nd Floor\Bedroom 1,Distributed Audio,,,,FALSE,FALSE,Speakers,Accessory,"New-Construction Speaker Templates for Excite, Aspire, & Essence IC8 & IC8DT, 1 Pair",,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Wire and Cable,14-Feb,SPE-013,2nd Floor\Bedroom 1,Distributed Audio,PCS- SWIHS14-02-White-150R,,,FALSE,FALSE,Wire and Cable,speaker cable,14/2 High Strand Speaker Cable,,,,,0,0,0,0,FALSE,0,0,0,0,0,,TRUE,125,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
OTA,Installation - .5Hrs,'013,2nd Floor\Bedroom 1,Distributed Audio,,,,FALSE,FALSE,Labor,,Installation Labour,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
Leviton,2PORT - 41642-00W,QUI-032,Mn Floor\Garage,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,2 Port White Decora Wallplate,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,
Leviton,61110-rw6,QUI-033,Mn Floor\Garage,Structured Wiring,,,,FALSE,FALSE,Quickport,QuickPort,Cat6 8pin Quickport network jack,,,,,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,0,,,,,,,,,,,,,,FALSE,,,,,,,0,0,0,,,,,,
